"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"your.id"	"text.category"	"recording.date"	"recording.place"	"organizing.body"	"first.name"	"last.name"	"gender"	"age"	"nationality"	"mother.tongue"	"occupation"	"educational.level"	"copyright.statement"	"speech.unit.count"	"word.count"
226	226	"<S1A-074#1:B>"	"S1A-074"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"30-03-1998"	"de la salle university"	NA	"ricky"	"sarile"	"male"	"21-25"	"filipino"	"tagalog"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	145	971
227	227	"<S1A-074#1:C>"	"S1A-074"	"1"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
228	228	"<S1A-074#1:Z>"	"S1A-074"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0
229	229	"<S1A-075#1:A>"	"S1A-075"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"00-00-1998"	"de la salle university"	NA	"jane therese"	"ramos"	"female"	"16-20"	"filipino"	"hiligaynon"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	50	1240
230	230	"<S1A-075#1:B>"	"S1A-075"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"00-00-1998"	"de la salle university"	NA	"pamela joyce"	"antonio"	"female"	"16-20"	"filipino"	"hiligaynon"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	37	1152
231	231	"<S1A-076#?>"	"S1A-076"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	34
232	232	"<S1A-076#1:A>"	"S1A-076"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"30-03-1998"	"manila"	NA	"jesusa marie"	"balbido"	"female"	"21-25"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	136	1269
233	233	"<S1A-076#1:B>"	"S1A-076"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"30-03-1998"	"manila"	NA	"ma. charmaine"	"lopez"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	131	814
234	234	"<S1A-077#?>"	"S1A-077"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	9
235	235	"<S1A-077#1:A>"	"S1A-077"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"27-03-1998"	"malate literary folio office, dlsu, manila"	NA	"michelle"	"del rosario"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	148	889
236	236	"<S1A-077#1:B>"	"S1A-077"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"27-03-1998"	"malate literary folio office, dlsu, manila"	NA	"eugene"	"daga"	"male"	"21-25"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	164	1244
237	237	"<S1A-078#?>"	"S1A-078"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	49
238	238	"<S1A-078#1:A>"	"S1A-078"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"02-04-1998"	"de la salle university"	NA	"janice anne"	"tan"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	146	803
239	239	"<S1A-078#1:B>"	"S1A-078"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"02-04-1998"	"de la salle university"	NA	"hazel jin"	"melo"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	149	1299
240	240	"<S1A-079#1:A>"	"S1A-079"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"04-04-1998"	"san juan"	NA	"jenny lyn"	"subiri"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	139	873
241	241	"<S1A-079#1:B>"	"S1A-079"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"04-04-1998"	"san juan"	NA	"clarissa"	"david"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	138	1230
242	242	"<S1A-080#1:A>"	"S1A-080"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"00-00-2000"	""	NA	"aileen"	"lim"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	163	1432
243	243	"<S1A-080#1:B>"	"S1A-080"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"00-00-2000"	""	NA	"kristine"	"chiong"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	143	564
244	244	"<S1A-081#1:A>"	"S1A-081"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"05-12-2000"	"de la salle university"	NA	"cielo"	"nepomuceno"	"female"	"16-20"	"filipino"	"tagalog"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	100	834
245	245	"<S1A-081#1:B>"	"S1A-081"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"05-12-2000"	"de la salle university"	NA	"ma. angela"	"villanueva"	"female"	NA	"filipino"	"cebuano"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	113	936
246	246	"<S1A-082#1:A>"	"S1A-082"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"19-10-2000"	"bacoor, cavite"	NA	"rudolph"	"rabago"	"male"	"26-30"	"filipino"	"tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	127	895
247	247	"<S1A-082#1:B>"	"S1A-082"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"19-10-2000"	"bacoor, cavite"	NA	"joel"	"malabanan"	"male"	"26-30"	"filipino"	"tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	102	749
248	248	"<S1A-082#1:C>"	"S1A-082"	"1"	"C"	"nps"	"spoken:dialogue:private:direct conversation"	"19-10-2000"	"bacoor, cavite"	NA	"ligaya"	"honofre"	"female"	"31-35"	"filipino"	"tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	55	495
249	249	"<S1A-083#?>"	"S1A-083"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
250	250	"<S1A-083#1:A>"	"S1A-083"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"24-11-2000"	"de la salle university, zobel"	NA	"zita"	"dancel"	"female"	"21-25"	"filipino"	"tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	125	1069
251	251	"<S1A-083#1:B>"	"S1A-083"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"24-11-2000"	"de la salle university, zobel"	NA	"gina"	"suarez"	"female"	"21-25"	"filipino"	"english/tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	77	447
252	252	"<S1A-083#1:C>"	"S1A-083"	"1"	"C"	"nps"	"spoken:dialogue:private:direct conversation"	"24-11-2000"	"de la salle university, zobel"	NA	"maita"	"vergara"	"female"	"21-25"	"filipino"	"tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	70	576
253	253	"<S1A-084#1:A>"	"S1A-084"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"24-11-2000"	"calamba, laguna"	NA	"allen"	""	"male"	"36-40"	"filipino"	"tagalog"	"hr manager"	"m.b.a."	"reproduced by permission. all rights reserved."	141	1506
254	254	"<S1A-084#1:B>"	"S1A-084"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"24-11-2000"	"calamba, laguna"	NA	"riza"	""	"female"	"21-25"	"filipino"	"tagalog"	"employee"	"b.a."	"reproduced by permission. all rights reserved."	124	725
255	255	"<S1A-085#1:A>"	"S1A-085"	"1"	"A"	"mlb"	"spoken:dialogue:private:direct conversation"	"01-11-2000"	"kawit, cavite"	NA	"paulynne"	"castillo"	"female"	"26-30"	"filipino"	"tagalog"	"teacher"	"b.a."	"reproduced by permission. all rights reserved."	75	913
256	256	"<S1A-085#1:B>"	"S1A-085"	"1"	"B"	"mlb"	"spoken:dialogue:private:direct conversation"	"01-11-2000"	"kawit, cavite"	NA	"zarah"	"hernandez"	"female"	"31-35"	"filipino"	"tagalog"	"hrd trainor"	"b.a."	"reproduced by permission. all rights reserved."	96	1411
257	257	"<S1A-086#1:A>"	"S1A-086"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"31-03-2000"	"de la salle university"	NA	"michelle"	"de mesa"	"female"	"16-20"	"filipino"	"tagalog"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	197	1269
258	258	"<S1A-086#1:B>"	"S1A-086"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"31-03-2000"	"de la salle university"	NA	"aristotle"	"ubando"	"male"	"16-20"	"filipino"	"tagalog"	"student"	"undergrad"	"reproduced by permission. all rights reserved."	177	867
259	259	"<S1A-087#?>"	"S1A-087"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
260	260	"<S1A-087#1:A>"	"S1A-087"	"1"	"A"	"jdls/nps"	"spoken:dialogue:private:direct conversation"	"14-03-2000"	"de la salle university"	NA	"jenifer loy"	"lising"	"female"	"26-30"	"filipino"	"cebuano"	"teacher/ph.d student"	"m.a."	"reproduced by permission. all rights reserved."	138	1221
261	261	"<S1A-087#1:B>"	"S1A-087"	"1"	"B"	"jdls/nps"	"spoken:dialogue:private:direct conversation"	"14-03-2000"	"de la salle university"	NA	"danilo"	"dayag"	"male"	"36-40"	"filipino"	"ibanag"	"teacher"	"phd"	"reproduced by permission. all rights reserved."	146	1200
262	262	"<S1A-088#1:A>"	"S1A-088"	"1"	"A"	"mlb"	"spoken:dialogue:private:direct conversation"	"29-01-1992"	"philosophy department"	NA	"victor"	"brias"	"male"	"31-35"	"filipino"	"english/tagalog"	"ph.d student"	"m.a."	"reproduced by permission. all rights reserved."	127	1310
263	263	"<S1A-088#1:B>"	"S1A-088"	"1"	"B"	"mlb"	"spoken:dialogue:private:direct conversation"	"29-01-1992"	"philosophy department"	NA	"jimmy"	"guevara"	"male"	"31-35"	"filipino"	"english/tagalog"	"assistant professor"	"m.a."	"reproduced by permission. all rights reserved."	104	726
264	264	"<S1A-088#1:C>"	"S1A-088"	"1"	"C"	"mlb"	"spoken:dialogue:private:direct conversation"	"29-01-1992"	"philosophy department"	NA	"dante"	"leoncini"	"male"	"26-30"	"filipino"	"english/tagalog"	"assistant professor"	"m.a."	"reproduced by permission. all rights reserved."	41	170
265	265	"<S1A-091#?>"	"S1A-077"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	70
266	266	"<S1A-091#1:A>"	"S1A-077"	"1"	"A"	"nps"	"spoken:dialogue:private:direct conversation"	"27-03-1998"	"malate literary folio office, dlsu, manila"	NA	"michelle"	"del rosario"	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	103	796
267	267	"<S1A-091#1:B>"	"S1A-077"	"1"	"B"	"nps"	"spoken:dialogue:private:direct conversation"	"27-03-1998"	"malate literary folio office, dlsu, manila"	NA	"eugene"	"daga"	"male"	"21-25"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	102	1246
268	268	"<S1A-092#1:A>"	"S1A-092"	"1"	"A"	"mlb"	"spoken:dialogue:private:distance conversation"	"00-04-2003"	""	NA	"jenifer loy"	"lising"	"female"	"31-35"	"filipino"	"cebuano"	""	NA	"reproduced by permission. all rights reserved."	93	1279
269	269	"<S1A-092#1:B>"	"S1A-092"	"1"	"B"	"mlb"	"spoken:dialogue:private:distance conversation"	"00-04-2003"	""	NA	"bonifacio"	"sibayan"	"male"	"50+"	"filipino"	"kankanaey"	""	NA	"reproduced by permission. all rights reserved."	93	1213
270	270	"<S1B-001#1:A>"	"S1B-001"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"1998"	"de la salle university"	NA	"allan"	"bernardo"	"male"	"31-35"	"filipino"	"tagalog"	"psychology professor"	"phd"	"reproduced by permission. all rights reserved."	185	2740
271	271	"<S1B-001#1:B>"	"S1B-001"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"1998"	"de la salle university"	NA	"maria lourdes"	"bautista"	"female"	"50+"	"filipino"	"tagalog"	"linguistics professor"	"phd"	"reproduced by permission. all rights reserved."	9	42
272	272	"<S1B-001#1:Z>"	"S1B-001"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0
273	273	"<S1B-002#1:?>"	"S1B-002"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
274	274	"<S1B-002#1:A>"	"S1B-002"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"romualdo"	"abulad"	"male"	"41-45"	"filipino"	"tagalog"	"philosophy professor"	"phd"	"reproduced by permission. all rights reserved."	185	1681
275	275	"<S1B-002#1:B>"	"S1B-002"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	0
276	276	"<S1B-002#1:C>"	"S1B-002"	"1"	"C"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	2
277	277	"<S1B-002#1:E>"	"S1B-002"	"1"	"E"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	8
278	278	"<S1B-002#1:F>"	"S1B-002"	"1"	"F"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	4
279	279	"<S1B-002#1:G>"	"S1B-002"	"1"	"G"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	0
280	280	"<S1B-002#1:H>"	"S1B-002"	"1"	"H"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	0
281	281	"<S1B-002#1:I>"	"S1B-002"	"1"	"I"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	33
282	282	"<S1B-002#1:J>"	"S1B-002"	"1"	"J"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	3	13
283	283	"<S1B-002#1:K>"	"S1B-002"	"1"	"K"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	5
284	284	"<S1B-002#1:L>"	"S1B-002"	"1"	"L"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	4
285	285	"<S1B-002#1:M>"	"S1B-002"	"1"	"M"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	4
286	286	"<S1B-002#1:N>"	"S1B-002"	"1"	"N"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	1
287	287	"<S1B-002#1:O>"	"S1B-002"	"1"	"O"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	12
288	288	"<S1B-002#1:P>"	"S1B-002"	"1"	"P"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	17
289	289	"<S1B-002#1:Q>"	"S1B-002"	"1"	"Q"	"mlb"	"spoken:dialogue:public:class lessons"	NA	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	0
290	290	"<S1B-002#1:Z>"	"S1B-002"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	8
291	291	"<S1B-003#1:A>"	"S1B-003"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"28-06-1997"	"de la salle university"	NA	"andrew"	"gonzalez"	"male"	"50+"	"filipino"	"kapampangan"	"linguistics professor"	"phd"	"reproduced by permission. all rights reserved."	110	2388
292	292	"<S1B-003#1:B>"	"S1B-003"	"1"	"B"	"nps"	"spoken:dialogue:public:class lessons"	"28-06-1997"	"de la salle university"	NA	"maria lourdes"	"bautista"	"female"	"50+"	"filipino"	"tagalog"	"linguistics professor"	"phd"	"reproduced by permission. all rights reserved."	4	28
293	293	"<S1B-004#1:A>"	"S1B-004"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"00-09-1990"	"de la salle university"	NA	"tony"	"arevalo"	"male"	"41-45"	"filipino"	"tagalog"	"business management professor"	"m.a."	"reproduced by permission. all rights reserved."	110	2087
294	294	"<S1B-005#1:?>"	"S1B-005"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
295	295	"<S1B-005#1:A>"	"S1B-005"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"04-03-1991"	"de la salle university"	NA	"cirilo"	"bautista"	"male"	"46-50"	"filipino"	"tagalog"	"literature professor/poet"	"phd"	"reproduced by permission. all rights reserved."	175	2292
296	296	"<S1B-005#1:B>"	"S1B-005"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"04-03-1991"	"de la salle university"	NA	"miguel"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	5	73
297	297	"<S1B-005#1:C>"	"S1B-005"	"1"	"C"	"mlb"	"spoken:dialogue:public:class lessons"	"04-03-1991"	"de la salle university"	NA	"irvin"	"lim"	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	5
298	298	"<S1B-005#1:D>"	"S1B-005"	"1"	"D"	"mlb"	"spoken:dialogue:public:class lessons"	"04-03-1991"	"de la salle university"	NA	"manuel"	""	"male"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	11
299	299	"<S1B-006#1:A>"	"S1B-006"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"05-03-1991"	"de la salle university"	NA	"marita"	"bernardo"	"female"	"26-30"	"filipino"	"tagalog"	"psychology professor"	"phd"	"reproduced by permission. all rights reserved."	151	2205
300	300	"<S1B-006#1:B>"	"S1B-006"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"05-03-1991"	"de la salle university"	NA	"no name"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	1
301	301	"<S1B-006#1:C>"	"S1B-006"	"1"	"C"	"mlb"	"spoken:dialogue:public:class lessons"	"05-03-1991"	"de la salle university"	NA	"no name"	""	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	3
302	302	"<S1B-006#1:Z>"	"S1B-006"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
303	303	"<S1B-007#1:A>"	"S1B-007"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"30-01-1992"	"de la salle university"	NA	"marjorie"	"evasco"	"female"	"41-45"	"filipino"	"cebuano"	"literature professor/poet"	"m.a."	"reproduced by permission. all rights reserved."	158	2351
304	304	"<S1B-008#1:A>"	"S1B-008"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"13-03-1991"	"de la salle university"	NA	"claro"	"ceniza"	"male"	"50+"	"filipino"	"cebuano"	"philosophy professor"	"phd"	"reproduced by permission. all rights reserved."	153	2051
305	305	"<S1B-008#1:B>"	"S1B-008"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"13-03-1991"	"de la salle university"	NA	"no name"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	5
306	306	"<S1B-008#1:C>"	"S1B-008"	"1"	"C"	"mlb"	"spoken:dialogue:public:class lessons"	"13-03-1991"	"de la salle university"	NA	"no name"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	5	22
307	307	"<S1B-009#?>"	"S1B-009"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
308	308	"<S1B-009#1:?>"	"S1B-009"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	66
309	309	"<S1B-009#1:A>"	"S1B-009"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"irma"	"coronel"	"female"	"36-40"	"filipino"	"tagalog"	"testing professor"	"m.a."	"reproduced by permission. all rights reserved."	226	1912
310	310	"<S1B-009#1:B>"	"S1B-009"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"albert"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	1
311	311	"<S1B-009#1:C>"	"S1B-009"	"1"	"C"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"salvador"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	3	10
312	312	"<S1B-009#1:D>"	"S1B-009"	"1"	"D"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	""	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	3
313	313	"<S1B-009#1:F>"	"S1B-009"	"1"	"F"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"jason"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	1
314	314	"<S1B-009#1:G>"	"S1B-009"	"1"	"G"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"arnold"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	5
315	315	"<S1B-009#1:H>"	"S1B-009"	"1"	"H"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"gerry"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	4	22
316	316	"<S1B-009#1:I>"	"S1B-009"	"1"	"I"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	"marni"	""	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	4
317	317	"<S1B-009#1:J>"	"S1B-009"	"1"	"J"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	""	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	5	21
318	318	"<S1B-009#1:K>"	"S1B-009"	"1"	"K"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	""	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	10
319	319	"<S1B-009#1:M>"	"S1B-009"	"1"	"M"	"mlb"	"spoken:dialogue:public:class lessons"	"26-03-1991"	"de la salle university"	NA	""	""	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	2
320	320	"<S1B-009#1:Z>"	"S1B-009"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6
321	321	"<S1B-010#1:A>"	"S1B-010"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"isagani"	"cruz"	"male"	"50+"	"filipino"	"tagalog"	"journalist/literature professor"	"phd"	"reproduced by permission. all rights reserved."	183	2078
322	322	"<S1B-010#1:B>"	"S1B-010"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"no name"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	6	64
323	323	"<S1B-010#1:C>"	"S1B-010"	"1"	"C"	"mlb"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"ian"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	3	15
324	324	"<S1B-010#1:D>"	"S1B-010"	"1"	"D"	"mlb"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"nestor"	""	"male"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	2	5
325	325	"<S1B-010#1:E>"	"S1B-010"	"1"	"E"	"mlb"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"beverly"	""	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	2
326	326	"<S1B-010#1:F>"	"S1B-010"	"1"	"F"	"mlb"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"charina"	""	"female"	"16-20"	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	1	4
327	327	"<S1B-011#1:A>"	"S1B-011"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"fernando"	"elesterio"	"male"	"50+"	"filipino"	"ilokano"	"religious studies professor"	"phd"	"reproduced by permission. all rights reserved."	197	2294
328	328	"<S1B-011#1:B>"	"S1B-011"	"1"	"B"	"mlb"	"spoken:dialogue:public:class lessons"	"14-03-1991"	"de la salle university"	NA	"no name"	""	"female"	NA	"filipino"	NA	"student"	"undergrad"	"reproduced by permission. all rights reserved."	8	62
329	329	"<S1B-011#1:Z>"	"S1B-011"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
330	330	"<S1B-012#1:A>"	"S1B-012"	"1"	"A"	"nps"	"spoken:dialogue:public:class lessons"	"23-03-1991"	"de la salle university"	NA	"teresita"	"erestain"	"female"	"50+"	"filipino"	"bikol"	"literature professor"	"m.a."	"reproduced by permission. all rights reserved."	164	2234
